Chronic_ID,Chronic_Condition,Risk_Modifier_Score,High_Risk_With_Symptoms,Associated_Department,Complication_Risk_Level
CHRON02883,Age 70-80,2,"Symptom_0, Symptom_1",Endocrinology,High
CHRON02884,COPD + Heart Disease,5,"Symptom_0, Symptom_1, Symptom_2",Endocrinology,Low
CHRON02885,Alcohol Use,2,"Symptom_0, Symptom_1, Symptom_2",Endocrinology,High
CHRON02886,Age 80+,3,"Symptom_0, Symptom_1",Pulmonology,Moderate
CHRON02887,Age 40-50,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Rheumatology,Low
CHRON02888,Diabetes + Hypertension,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Rheumatology,Very High
CHRON02889,Heart Disease + CKD,5,"Symptom_0, Symptom_1, Symptom_2",Endocrinology,High
CHRON02890,Smoking,2,"Symptom_0, Symptom_1",Nephrology,Moderate
CHRON02891,Age 70-80,2,"Symptom_0, Symptom_1",Psychiatry,Very High
CHRON02892,Age 60-70,1,"Symptom_0, Symptom_1",Oncology,High
CHRON02893,Sedentary Lifestyle,1,"Symptom_0, Symptom_1",Cardiology,High
CHRON02894,Heart Disease + CKD,3,"Symptom_0, Symptom_1",General Medicine,Very High
CHRON02895,Sedentary Lifestyle,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Cardiology,High
CHRON02896,Smoking,2,"Symptom_0, Symptom_1",Oncology,Very High
CHRON02897,Age 50-60,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Psychiatry,High
CHRON02898,Sedentary Lifestyle,2,"Symptom_0, Symptom_1",Pulmonology,Low
CHRON02899,Diabetes + Hypertension,4,"Symptom_0, Symptom_1",Cardiology,Very High
CHRON02900,Poor Diet,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Endocrinology,High
CHRON02901,COPD + Heart Disease,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Psychiatry,Moderate
CHRON02902,Age 60-70,3,"Symptom_0, Symptom_1",Endocrinology,Low
CHRON02903,COPD + Heart Disease,4,"Symptom_0, Symptom_1",Nephrology,Moderate
CHRON02904,Age 60-70,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Rheumatology,High
CHRON02905,Diabetes + Hypertension,3,"Symptom_0, Symptom_1",Oncology,Moderate
CHRON02906,Poor Diet,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Endocrinology,Low
CHRON02907,Age 40-50,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Oncology,Low
CHRON02908,Heart Disease + CKD,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Psychiatry,Very High
CHRON02909,COPD + Heart Disease,4,"Symptom_0, Symptom_1, Symptom_2",Nephrology,Moderate
CHRON02910,Sedentary Lifestyle,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Endocrinology,Moderate
CHRON02911,Alcohol Use,2,"Symptom_0, Symptom_1, Symptom_2",Nephrology,Very High
CHRON02912,Stress,1,"Symptom_0, Symptom_1, Symptom_2",Nephrology,Moderate
CHRON02913,Smoking,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Rheumatology,Low
CHRON02914,Age 80+,1,"Symptom_0, Symptom_1",Cardiology,Very High
CHRON02915,Heart Disease + CKD,5,"Symptom_0, Symptom_1, Symptom_2",Oncology,Low
CHRON02916,Heart Disease + CKD,5,"Symptom_0, Symptom_1, Symptom_2",Oncology,Moderate
CHRON02917,COPD + Heart Disease,5,"Symptom_0, Symptom_1",Oncology,Moderate
CHRON02918,Diabetes + Hypertension,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Psychiatry,Very High
CHRON02919,Poor Diet,2,"Symptom_0, Symptom_1",Cardiology,Very High
CHRON02920,Age 70-80,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",General Medicine,High
CHRON02921,Age 50-60,3,"Symptom_0, Symptom_1",Oncology,High
CHRON02922,Heart Disease + CKD,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Rheumatology,Moderate
CHRON02923,Age 50-60,2,"Symptom_0, Symptom_1, Symptom_2",Endocrinology,High
CHRON02924,Stress,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Cardiology,Low
CHRON02925,Alcohol Use,1,"Symptom_0, Symptom_1, Symptom_2",Nephrology,High
CHRON02926,Diabetes + Hypertension,4,"Symptom_0, Symptom_1, Symptom_2",Pulmonology,Very High
CHRON02927,Age 70-80,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Endocrinology,Very High
CHRON02928,Age 50-60,1,"Symptom_0, Symptom_1",Psychiatry,High
CHRON02929,Heart Disease + CKD,4,"Symptom_0, Symptom_1",Psychiatry,Low
CHRON02930,Sedentary Lifestyle,1,"Symptom_0, Symptom_1",General Medicine,High
CHRON02931,Diabetes + Hypertension,3,"Symptom_0, Symptom_1, Symptom_2",Endocrinology,Moderate
CHRON02932,Heart Disease + CKD,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Psychiatry,Moderate
CHRON02933,Age 40-50,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Psychiatry,Moderate
CHRON02934,Age 70-80,2,"Symptom_0, Symptom_1, Symptom_2",Cardiology,Very High
CHRON02935,Smoking,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Nephrology,Very High
CHRON02936,Stress,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Rheumatology,High
CHRON02937,Alcohol Use,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Oncology,Moderate
CHRON02938,Diabetes + Hypertension,4,"Symptom_0, Symptom_1",General Medicine,Low
CHRON02939,Alcohol Use,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Cardiology,Low
CHRON02940,Stress,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Oncology,Very High
CHRON02941,COPD + Heart Disease,5,"Symptom_0, Symptom_1, Symptom_2",General Medicine,Moderate
CHRON02942,Age 40-50,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",General Medicine,High
CHRON02943,Sedentary Lifestyle,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Pulmonology,Low
CHRON02944,Heart Disease + CKD,3,"Symptom_0, Symptom_1, Symptom_2",Endocrinology,Moderate
CHRON02945,Age 40-50,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Psychiatry,Moderate
CHRON02946,Heart Disease + CKD,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Cardiology,Very High
CHRON02947,COPD + Heart Disease,3,"Symptom_0, Symptom_1",Endocrinology,High
CHRON02948,Diabetes + Hypertension,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Endocrinology,Low
CHRON02949,Stress,2,"Symptom_0, Symptom_1",General Medicine,Very High
CHRON02950,Alcohol Use,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Oncology,Very High
CHRON02951,Poor Diet,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Rheumatology,Low
CHRON02952,Poor Diet,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Rheumatology,Low
CHRON02953,Heart Disease + CKD,4,"Symptom_0, Symptom_1, Symptom_2",Psychiatry,Moderate
CHRON02954,Age 70-80,1,"Symptom_0, Symptom_1",Rheumatology,High
CHRON02955,Diabetes + Hypertension,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Oncology,Moderate
CHRON02956,Smoking,1,"Symptom_0, Symptom_1",Cardiology,Moderate
CHRON02957,Heart Disease + CKD,4,"Symptom_0, Symptom_1",Rheumatology,Very High
CHRON02958,Age 70-80,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Rheumatology,High
CHRON02959,Poor Diet,2,"Symptom_0, Symptom_1",Cardiology,Moderate
CHRON02960,Age 40-50,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Oncology,Moderate
CHRON02961,Age 40-50,1,"Symptom_0, Symptom_1",Psychiatry,High
CHRON02962,Age 40-50,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",General Medicine,Very High
CHRON02963,Stress,1,"Symptom_0, Symptom_1, Symptom_2",Endocrinology,High
CHRON02964,Heart Disease + CKD,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Psychiatry,High
CHRON02965,Diabetes + Hypertension,4,"Symptom_0, Symptom_1, Symptom_2",Cardiology,Low
CHRON02966,Sedentary Lifestyle,1,"Symptom_0, Symptom_1, Symptom_2",Pulmonology,Moderate
CHRON02967,Stress,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",General Medicine,High
CHRON02968,Smoking,1,"Symptom_0, Symptom_1",Rheumatology,Very High
CHRON02969,Age 70-80,3,"Symptom_0, Symptom_1",General Medicine,Very High
CHRON02970,Diabetes + Hypertension,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Cardiology,High
CHRON02971,Age 60-70,2,"Symptom_0, Symptom_1, Symptom_2",Nephrology,Very High
CHRON02972,Heart Disease + CKD,4,"Symptom_0, Symptom_1, Symptom_2",Oncology,High
CHRON02973,Age 60-70,1,"Symptom_0, Symptom_1, Symptom_2",Endocrinology,Low
CHRON02974,Sedentary Lifestyle,2,"Symptom_0, Symptom_1, Symptom_2",Rheumatology,Moderate
CHRON02975,Age 50-60,2,"Symptom_0, Symptom_1, Symptom_2",Nephrology,Low
CHRON02976,Diabetes + Hypertension,4,"Symptom_0, Symptom_1, Symptom_2",Rheumatology,Low
CHRON02977,Age 80+,1,"Symptom_0, Symptom_1, Symptom_2",Rheumatology,Low
CHRON02978,Heart Disease + CKD,5,"Symptom_0, Symptom_1, Symptom_2",Rheumatology,Moderate
CHRON02979,Age 50-60,1,"Symptom_0, Symptom_1, Symptom_2",Oncology,Very High
CHRON02980,Age 60-70,3,"Symptom_0, Symptom_1",Pulmonology,Very High
CHRON02981,Diabetes + Hypertension,5,"Symptom_0, Symptom_1",Rheumatology,Very High
CHRON02982,Sedentary Lifestyle,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Nephrology,High
CHRON02983,Heart Disease + CKD,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Endocrinology,Moderate
CHRON02984,Alcohol Use,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Rheumatology,Moderate
CHRON02985,Poor Diet,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Nephrology,High
CHRON02986,Age 70-80,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Endocrinology,High
CHRON02987,Age 80+,3,"Symptom_0, Symptom_1, Symptom_2",Nephrology,Very High
CHRON02988,Alcohol Use,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Endocrinology,Moderate
CHRON02989,Diabetes + Hypertension,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Endocrinology,High
CHRON02990,Sedentary Lifestyle,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Cardiology,Low
CHRON02991,Heart Disease + CKD,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Cardiology,Low
CHRON02992,Alcohol Use,2,"Symptom_0, Symptom_1, Symptom_2",Oncology,Low
CHRON02993,Age 40-50,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Cardiology,Very High
CHRON02994,Heart Disease + CKD,3,"Symptom_0, Symptom_1, Symptom_2",Psychiatry,High
CHRON02995,Diabetes + Hypertension,4,"Symptom_0, Symptom_1, Symptom_2",General Medicine,Moderate
CHRON02996,Age 50-60,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Oncology,Low
CHRON02997,COPD + Heart Disease,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Rheumatology,High
CHRON02998,Heart Disease + CKD,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",General Medicine,Moderate
CHRON02999,Heart Disease + CKD,5,"Symptom_0, Symptom_1",Endocrinology,Low
CHRON03000,Diabetes + Hypertension,3,"Symptom_0, Symptom_1",Cardiology,High
CHRON03001,Age 60-70,3,"Symptom_0, Symptom_1",Oncology,Low
CHRON03002,Sedentary Lifestyle,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Cardiology,Very High
CHRON03003,Poor Diet,2,"Symptom_0, Symptom_1",Pulmonology,High
CHRON03004,COPD + Heart Disease,3,"Symptom_0, Symptom_1",Endocrinology,Low
CHRON03005,Smoking,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Endocrinology,Low
CHRON03006,Heart Disease + CKD,3,"Symptom_0, Symptom_1, Symptom_2",Oncology,Moderate
CHRON03007,Diabetes + Hypertension,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Endocrinology,Moderate
CHRON03008,COPD + Heart Disease,5,"Symptom_0, Symptom_1, Symptom_2",Oncology,High
CHRON03009,Smoking,2,"Symptom_0, Symptom_1, Symptom_2",General Medicine,High
CHRON03010,Age 70-80,3,"Symptom_0, Symptom_1, Symptom_2",Oncology,High
CHRON03011,Age 50-60,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Pulmonology,Moderate
CHRON03012,Alcohol Use,2,"Symptom_0, Symptom_1, Symptom_2",Pulmonology,Very High
CHRON03013,Diabetes + Hypertension,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Cardiology,Moderate
CHRON03014,Smoking,1,"Symptom_0, Symptom_1",Nephrology,Moderate
CHRON03015,Poor Diet,2,"Symptom_0, Symptom_1",Oncology,Moderate
CHRON03016,COPD + Heart Disease,3,"Symptom_0, Symptom_1",Nephrology,Very High
CHRON03017,Stress,1,"Symptom_0, Symptom_1, Symptom_2",Endocrinology,Moderate
CHRON03018,Diabetes + Hypertension,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Nephrology,Moderate
CHRON03019,Alcohol Use,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Cardiology,High
CHRON03020,COPD + Heart Disease,5,"Symptom_0, Symptom_1, Symptom_2",Psychiatry,High
CHRON03021,Sedentary Lifestyle,1,"Symptom_0, Symptom_1",Rheumatology,Low
CHRON03022,Diabetes + Hypertension,5,"Symptom_0, Symptom_1, Symptom_2",Nephrology,Moderate
CHRON03023,Diabetes + Hypertension,5,"Symptom_0, Symptom_1, Symptom_2",General Medicine,Low
CHRON03024,Age 80+,3,"Symptom_0, Symptom_1, Symptom_2",Rheumatology,Moderate
CHRON03025,Poor Diet,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Oncology,Moderate
CHRON03026,Heart Disease + CKD,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Endocrinology,High
CHRON03027,Diabetes + Hypertension,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Psychiatry,Low
CHRON03028,Diabetes + Hypertension,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Nephrology,Moderate
CHRON03029,Age 60-70,2,"Symptom_0, Symptom_1, Symptom_2",Nephrology,Very High
CHRON03030,Stress,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Rheumatology,Very High
CHRON03031,Heart Disease + CKD,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Rheumatology,Low
CHRON03032,Alcohol Use,1,"Symptom_0, Symptom_1",Endocrinology,High
CHRON03033,Age 40-50,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",General Medicine,Moderate
CHRON03034,Poor Diet,2,"Symptom_0, Symptom_1, Symptom_2",Endocrinology,High
CHRON03035,Alcohol Use,2,"Symptom_0, Symptom_1, Symptom_2",Rheumatology,Moderate
CHRON03036,Sedentary Lifestyle,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Nephrology,High
CHRON03037,Age 70-80,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Cardiology,Low
CHRON03038,Smoking,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Pulmonology,Very High
CHRON03039,Heart Disease + CKD,3,"Symptom_0, Symptom_1, Symptom_2",Cardiology,Low
CHRON03040,Smoking,2,"Symptom_0, Symptom_1, Symptom_2",Oncology,Moderate
CHRON03041,Age 40-50,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",General Medicine,High
CHRON03042,Sedentary Lifestyle,2,"Symptom_0, Symptom_1",Endocrinology,High
CHRON03043,Heart Disease + CKD,4,"Symptom_0, Symptom_1",Oncology,High
CHRON03044,Smoking,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",General Medicine,Very High
CHRON03045,COPD + Heart Disease,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Nephrology,Moderate
CHRON03046,Age 60-70,2,"Symptom_0, Symptom_1, Symptom_2",Oncology,Very High
CHRON03047,Smoking,1,"Symptom_0, Symptom_1",Endocrinology,Low
CHRON03048,Age 50-60,1,"Symptom_0, Symptom_1",Oncology,Low
CHRON03049,Sedentary Lifestyle,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Psychiatry,High
CHRON03050,Heart Disease + CKD,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Endocrinology,Moderate
CHRON03051,Diabetes + Hypertension,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Psychiatry,Very High
CHRON03052,Diabetes + Hypertension,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",General Medicine,Moderate
CHRON03053,Age 80+,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Oncology,Very High
CHRON03054,Alcohol Use,1,"Symptom_0, Symptom_1, Symptom_2",General Medicine,Low
CHRON03055,Heart Disease + CKD,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",General Medicine,Low
CHRON03056,Age 70-80,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Pulmonology,High
CHRON03057,Age 70-80,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Psychiatry,High
CHRON03058,Age 40-50,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Nephrology,Moderate
CHRON03059,Sedentary Lifestyle,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",General Medicine,Moderate
CHRON03060,Age 80+,3,"Symptom_0, Symptom_1, Symptom_2",General Medicine,High
CHRON03061,Age 70-80,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Nephrology,Low
CHRON03062,Alcohol Use,2,"Symptom_0, Symptom_1",General Medicine,Moderate
CHRON03063,COPD + Heart Disease,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Endocrinology,High
CHRON03064,Poor Diet,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Oncology,High
CHRON03065,Poor Diet,1,"Symptom_0, Symptom_1",Endocrinology,Very High
CHRON03066,Alcohol Use,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Psychiatry,Low
CHRON03067,Alcohol Use,1,"Symptom_0, Symptom_1, Symptom_2",Nephrology,Low
CHRON03068,Stress,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Nephrology,Very High
CHRON03069,Age 40-50,3,"Symptom_0, Symptom_1",General Medicine,Moderate
CHRON03070,Age 40-50,2,"Symptom_0, Symptom_1",General Medicine,Low
CHRON03071,Alcohol Use,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Rheumatology,Moderate
CHRON03072,Age 50-60,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Psychiatry,Moderate
CHRON03073,Stress,1,"Symptom_0, Symptom_1, Symptom_2",Psychiatry,Low
CHRON03074,Smoking,1,"Symptom_0, Symptom_1",Oncology,Low
CHRON03075,Heart Disease + CKD,3,"Symptom_0, Symptom_1",Endocrinology,Moderate
CHRON03076,Age 40-50,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Pulmonology,Low
CHRON03077,Sedentary Lifestyle,1,"Symptom_0, Symptom_1",Pulmonology,Moderate
CHRON03078,Age 70-80,2,"Symptom_0, Symptom_1, Symptom_2",Endocrinology,High
CHRON03079,Age 80+,3,"Symptom_0, Symptom_1",Cardiology,Moderate
CHRON03080,Age 50-60,1,"Symptom_0, Symptom_1, Symptom_2",Nephrology,Moderate
CHRON03081,Poor Diet,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Psychiatry,High
CHRON03082,Alcohol Use,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Endocrinology,Moderate
CHRON03083,Age 80+,2,"Symptom_0, Symptom_1",Nephrology,Moderate
CHRON03084,Heart Disease + CKD,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Endocrinology,Very High
CHRON03085,Age 50-60,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Oncology,High
CHRON03086,Diabetes + Hypertension,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",General Medicine,Low
CHRON03087,COPD + Heart Disease,4,"Symptom_0, Symptom_1, Symptom_2",Pulmonology,Low
CHRON03088,Heart Disease + CKD,5,"Symptom_0, Symptom_1, Symptom_2",Rheumatology,Low
CHRON03089,Poor Diet,1,"Symptom_0, Symptom_1",Cardiology,Low
CHRON03090,Smoking,2,"Symptom_0, Symptom_1, Symptom_2",Cardiology,High
CHRON03091,COPD + Heart Disease,5,"Symptom_0, Symptom_1",Pulmonology,High
CHRON03092,Diabetes + Hypertension,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Psychiatry,Low
CHRON03093,Smoking,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Pulmonology,Moderate
CHRON03094,COPD + Heart Disease,5,"Symptom_0, Symptom_1, Symptom_2",General Medicine,Low
CHRON03095,Alcohol Use,2,"Symptom_0, Symptom_1",Endocrinology,Very High
CHRON03096,COPD + Heart Disease,4,"Symptom_0, Symptom_1, Symptom_2",Pulmonology,Low
CHRON03097,Age 50-60,2,"Symptom_0, Symptom_1, Symptom_2",Pulmonology,Low
CHRON03098,Age 40-50,2,"Symptom_0, Symptom_1",Pulmonology,Very High
CHRON03099,COPD + Heart Disease,4,"Symptom_0, Symptom_1",Endocrinology,Moderate
CHRON03100,COPD + Heart Disease,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Oncology,Very High
CHRON03101,Poor Diet,2,"Symptom_0, Symptom_1, Symptom_2",Pulmonology,High
CHRON03102,Heart Disease + CKD,4,"Symptom_0, Symptom_1",Nephrology,Moderate
CHRON03103,Diabetes + Hypertension,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Nephrology,Moderate
CHRON03104,Stress,2,"Symptom_0, Symptom_1, Symptom_2",Nephrology,Very High
CHRON03105,Heart Disease + CKD,4,"Symptom_0, Symptom_1",Psychiatry,Very High
CHRON03106,Poor Diet,2,"Symptom_0, Symptom_1",Endocrinology,High
CHRON03107,COPD + Heart Disease,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Rheumatology,Very High
CHRON03108,Poor Diet,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Nephrology,Moderate
CHRON03109,Poor Diet,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Cardiology,Low
CHRON03110,Stress,2,"Symptom_0, Symptom_1, Symptom_2",Rheumatology,Moderate
CHRON03111,Alcohol Use,2,"Symptom_0, Symptom_1",Pulmonology,Very High
CHRON03112,COPD + Heart Disease,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Cardiology,High
CHRON03113,COPD + Heart Disease,3,"Symptom_0, Symptom_1, Symptom_2",Cardiology,Very High
CHRON03114,Diabetes + Hypertension,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Pulmonology,Low
CHRON03115,Diabetes + Hypertension,4,"Symptom_0, Symptom_1",Nephrology,Very High
CHRON03116,Diabetes + Hypertension,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Oncology,Low
CHRON03117,Age 40-50,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Rheumatology,Moderate
CHRON03118,Poor Diet,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Pulmonology,High
CHRON03119,Alcohol Use,1,"Symptom_0, Symptom_1",Endocrinology,Moderate
CHRON03120,Age 70-80,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Cardiology,Low
CHRON03121,Stress,2,"Symptom_0, Symptom_1",Pulmonology,Very High
CHRON03122,COPD + Heart Disease,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Cardiology,Very High
CHRON03123,COPD + Heart Disease,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Nephrology,Very High
CHRON03124,Age 40-50,2,"Symptom_0, Symptom_1",General Medicine,Very High
CHRON03125,Age 60-70,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Psychiatry,Moderate
CHRON03126,Age 60-70,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Nephrology,Very High
CHRON03127,Age 60-70,2,"Symptom_0, Symptom_1, Symptom_2",Nephrology,High
CHRON03128,Age 80+,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Rheumatology,Very High
CHRON03129,Heart Disease + CKD,4,"Symptom_0, Symptom_1",Oncology,Very High
CHRON03130,COPD + Heart Disease,4,"Symptom_0, Symptom_1, Symptom_2",Pulmonology,Very High
CHRON03131,Age 50-60,2,"Symptom_0, Symptom_1",Pulmonology,Low
CHRON03132,COPD + Heart Disease,5,"Symptom_0, Symptom_1",Pulmonology,Moderate
CHRON03133,Age 80+,3,"Symptom_0, Symptom_1",Nephrology,High
CHRON03134,Poor Diet,2,"Symptom_0, Symptom_1",Cardiology,Moderate
CHRON03135,Alcohol Use,1,"Symptom_0, Symptom_1, Symptom_2",Nephrology,Moderate
CHRON03136,Age 40-50,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Oncology,High
CHRON03137,Diabetes + Hypertension,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Psychiatry,Very High
CHRON03138,Alcohol Use,2,"Symptom_0, Symptom_1, Symptom_2",Cardiology,Low
CHRON03139,COPD + Heart Disease,4,"Symptom_0, Symptom_1, Symptom_2",Psychiatry,Low
CHRON03140,Age 50-60,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Endocrinology,High
CHRON03141,Poor Diet,2,"Symptom_0, Symptom_1",Oncology,High
CHRON03142,Stress,2,"Symptom_0, Symptom_1",Psychiatry,Low
CHRON03143,Heart Disease + CKD,3,"Symptom_0, Symptom_1",Oncology,Moderate
CHRON03144,Age 70-80,1,"Symptom_0, Symptom_1, Symptom_2",Nephrology,Low
CHRON03145,Alcohol Use,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Endocrinology,High
CHRON03146,Age 50-60,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Endocrinology,High
