Symptom_ID,Symptom_Name,Base_Severity,Emergency_Trigger,Associated_Department,Possible_Linked_Conditions,Typical_Duration_Days
SYMP03248,acute fatigue,10,True,Neurology,Condition_0,7
SYMP03249,severe bloating,10,False,ICU,"Condition_0, Condition_1, Condition_2, Condition_3",29
SYMP03250,persistent sweating,1,False,Gastroenterology,"Condition_0, Condition_1",1
SYMP03251,sudden fever,7,True,Gastroenterology,"Condition_0, Condition_1, Condition_2, Condition_3",55
SYMP03252,severe seizure,8,False,Gastroenterology,"Condition_0, Condition_1, Condition_2, Condition_3",48
SYMP03253,persistent weight loss,3,False,ICU,"Condition_0, Condition_1, Condition_2, Condition_3",29
SYMP03254,persistent numbness,3,True,ICU,"Condition_0, Condition_1, Condition_2",31
SYMP03255,mild nausea,5,False,Orthopedics,"Condition_0, Condition_1, Condition_2",46
SYMP03256,chronic vomiting,10,False,ICU,"Condition_0, Condition_1, Condition_2, Condition_3",39
SYMP03257,severe sweating,7,False,Orthopedics,Condition_0,10
SYMP03258,intermittent weakness,4,False,Cardiology,"Condition_0, Condition_1, Condition_2",32
SYMP03259,mild irregular heartbeat,8,False,Emergency,"Condition_0, Condition_1, Condition_2",38
SYMP03260,severe back,9,True,Gastroenterology,"Condition_0, Condition_1, Condition_2",56
SYMP03261,chronic seizure,3,False,Orthopedics,Condition_0,48
SYMP03262,sudden chest tightness,4,False,Neurology,"Condition_0, Condition_1",45
SYMP03263,chronic rapid heartbeat,4,False,Surgery,"Condition_0, Condition_1, Condition_2",3
SYMP03264,sudden weight loss,5,False,Pulmonology,"Condition_0, Condition_1, Condition_2",58
SYMP03265,chronic chest tightness,1,False,General Medicine,"Condition_0, Condition_1, Condition_2, Condition_3",31
SYMP03266,mild fatigue,1,False,General Medicine,"Condition_0, Condition_1",54
SYMP03267,chronic ear,9,False,Gastroenterology,"Condition_0, Condition_1, Condition_2, Condition_3",10
SYMP03268,sudden head,6,True,Orthopedics,Condition_0,19
SYMP03269,acute palpitations,6,False,Surgery,"Condition_0, Condition_1",50
SYMP03270,persistent head,2,False,Infectious Disease,"Condition_0, Condition_1, Condition_2",25
SYMP03271,moderate tingling,5,False,Cardiology,"Condition_0, Condition_1",28
SYMP03272,moderate blurred vision,6,False,Infectious Disease,"Condition_0, Condition_1",55
SYMP03273,moderate diarrhea,6,False,Neurology,"Condition_0, Condition_1, Condition_2, Condition_3",54
SYMP03274,intermittent hearing loss,3,False,Gastroenterology,Condition_0,33
SYMP03275,sudden seizure,2,True,Infectious Disease,"Condition_0, Condition_1",31
SYMP03276,severe dizziness,1,False,Pulmonology,"Condition_0, Condition_1, Condition_2, Condition_3",29
SYMP03277,moderate loss of smell,1,False,Neurology,Condition_0,2
SYMP03278,severe rapid heartbeat,9,False,General Medicine,"Condition_0, Condition_1",40
SYMP03279,intermittent joint,1,False,Surgery,"Condition_0, Condition_1",49
SYMP03280,moderate muscle,5,False,ICU,Condition_0,29
SYMP03281,moderate chest,3,False,Orthopedics,"Condition_0, Condition_1, Condition_2",12
SYMP03282,intermittent fever,8,False,General Medicine,"Condition_0, Condition_1, Condition_2",15
SYMP03283,persistent cough,2,False,Emergency,"Condition_0, Condition_1, Condition_2",29
SYMP03284,mild chest tightness,1,False,Infectious Disease,Condition_0,30
SYMP03285,sudden blurred vision,3,False,Infectious Disease,Condition_0,51
SYMP03286,intermittent shortness of breath,1,False,Cardiology,"Condition_0, Condition_1",45
SYMP03287,acute chest tightness,3,False,Orthopedics,"Condition_0, Condition_1, Condition_2, Condition_3",26
SYMP03288,chronic loss of smell,5,False,Surgery,"Condition_0, Condition_1, Condition_2, Condition_3",26
SYMP03289,acute chest tightness,10,False,General Medicine,"Condition_0, Condition_1, Condition_2, Condition_3",43
SYMP03290,persistent sweating,10,True,ICU,"Condition_0, Condition_1, Condition_2, Condition_3",42
SYMP03291,acute hearing loss,5,False,ICU,Condition_0,4
SYMP03292,moderate constipation,1,False,Orthopedics,"Condition_0, Condition_1, Condition_2, Condition_3",21
SYMP03293,intermittent muscle,7,False,Surgery,Condition_0,57
SYMP03294,chronic vomiting,7,False,Gastroenterology,Condition_0,37
SYMP03295,mild blurred vision,2,True,ICU,"Condition_0, Condition_1",9
SYMP03296,acute confusion,1,False,Cardiology,"Condition_0, Condition_1",11
SYMP03297,sudden constipation,3,False,Pulmonology,"Condition_0, Condition_1",48
SYMP03298,intermittent joint,3,False,Infectious Disease,"Condition_0, Condition_1, Condition_2, Condition_3",59
SYMP03299,mild head,4,False,Gastroenterology,"Condition_0, Condition_1",47
SYMP03300,moderate cough,1,False,Pulmonology,"Condition_0, Condition_1, Condition_2, Condition_3",15
SYMP03301,mild constipation,4,False,Gastroenterology,"Condition_0, Condition_1, Condition_2",26
SYMP03302,intermittent numbness,3,False,General Medicine,"Condition_0, Condition_1, Condition_2",20
SYMP03303,severe back,1,False,ICU,"Condition_0, Condition_1",16
SYMP03304,sudden weakness,10,False,Infectious Disease,"Condition_0, Condition_1, Condition_2, Condition_3",58
SYMP03305,intermittent nausea,7,False,Orthopedics,Condition_0,24
SYMP03306,sudden loss of smell,7,True,Gastroenterology,"Condition_0, Condition_1, Condition_2",59
SYMP03307,moderate loss of smell,9,False,Pulmonology,"Condition_0, Condition_1",44
SYMP03308,moderate constipation,9,True,Neurology,"Condition_0, Condition_1, Condition_2",1
SYMP03309,intermittent head,3,True,ICU,"Condition_0, Condition_1, Condition_2",15
SYMP03310,intermittent rapid heartbeat,7,True,Neurology,"Condition_0, Condition_1",20
SYMP03311,acute throat,8,False,Gastroenterology,"Condition_0, Condition_1",12
SYMP03312,moderate weakness,3,False,Pulmonology,"Condition_0, Condition_1, Condition_2",16
SYMP03313,chronic rapid heartbeat,6,False,Gastroenterology,Condition_0,21
SYMP03314,acute wheezing,2,False,Pulmonology,"Condition_0, Condition_1, Condition_2, Condition_3",17
SYMP03315,mild nausea,7,True,Pulmonology,"Condition_0, Condition_1, Condition_2",23
SYMP03316,sudden confusion,9,False,Gastroenterology,"Condition_0, Condition_1, Condition_2, Condition_3",50
SYMP03317,moderate chills,5,False,Cardiology,Condition_0,29
SYMP03318,severe vomiting,4,False,Surgery,"Condition_0, Condition_1, Condition_2, Condition_3",3
SYMP03319,acute dizziness,10,False,Gastroenterology,"Condition_0, Condition_1, Condition_2, Condition_3",17
SYMP03320,chronic throat,1,True,Infectious Disease,Condition_0,36
SYMP03321,persistent eye,7,False,Neurology,"Condition_0, Condition_1",11
SYMP03322,intermittent eye,9,False,Emergency,"Condition_0, Condition_1, Condition_2",45
SYMP03323,acute shortness of breath,6,False,Cardiology,"Condition_0, Condition_1, Condition_2, Condition_3",43
SYMP03324,chronic fatigue,10,False,Emergency,"Condition_0, Condition_1",48
SYMP03325,moderate eye,10,False,Emergency,"Condition_0, Condition_1, Condition_2, Condition_3",40
SYMP03326,mild vomiting,7,False,Surgery,"Condition_0, Condition_1",34
SYMP03327,acute vomiting,10,False,General Medicine,"Condition_0, Condition_1, Condition_2",40
SYMP03328,acute dizziness,6,False,Neurology,"Condition_0, Condition_1",35
SYMP03329,persistent dizziness,2,True,Emergency,Condition_0,15
SYMP03330,persistent wheezing,1,False,Neurology,"Condition_0, Condition_1",45
SYMP03331,sudden rapid heartbeat,3,False,Orthopedics,"Condition_0, Condition_1",1
SYMP03332,moderate dizziness,10,True,Orthopedics,"Condition_0, Condition_1, Condition_2, Condition_3",45
SYMP03333,intermittent wheezing,4,False,Emergency,"Condition_0, Condition_1, Condition_2, Condition_3",21
SYMP03334,sudden difficulty breathing,4,False,Pulmonology,"Condition_0, Condition_1, Condition_2, Condition_3",46
SYMP03335,sudden throat,2,False,Cardiology,Condition_0,20
SYMP03336,acute dizziness,3,False,Gastroenterology,"Condition_0, Condition_1, Condition_2",15
SYMP03337,intermittent throat,3,False,Pulmonology,"Condition_0, Condition_1, Condition_2, Condition_3",53
SYMP03338,persistent cough,4,False,ICU,Condition_0,40
SYMP03339,mild nausea,4,False,General Medicine,"Condition_0, Condition_1",43
SYMP03340,sudden weakness,7,False,Pulmonology,Condition_0,32
SYMP03341,mild vomiting,5,False,Pulmonology,"Condition_0, Condition_1, Condition_2",30
SYMP03342,sudden rapid heartbeat,4,False,General Medicine,"Condition_0, Condition_1, Condition_2, Condition_3",12
SYMP03343,severe sweating,8,False,Pulmonology,"Condition_0, Condition_1, Condition_2",29
SYMP03344,mild chest tightness,6,False,Gastroenterology,Condition_0,22
SYMP03345,acute nausea,3,False,Emergency,"Condition_0, Condition_1, Condition_2, Condition_3",41
SYMP03346,moderate diarrhea,3,False,Cardiology,"Condition_0, Condition_1",50
SYMP03347,mild irregular heartbeat,2,True,Emergency,"Condition_0, Condition_1, Condition_2, Condition_3",50
SYMP03348,sudden dizziness,7,False,ICU,"Condition_0, Condition_1, Condition_2",54
SYMP03349,intermittent eye,7,False,Gastroenterology,"Condition_0, Condition_1, Condition_2, Condition_3",59
SYMP03350,acute difficulty breathing,6,False,General Medicine,"Condition_0, Condition_1, Condition_2, Condition_3",1
SYMP03351,intermittent back,6,False,Emergency,"Condition_0, Condition_1",34
SYMP03352,persistent nausea,7,False,ICU,"Condition_0, Condition_1",33
SYMP03353,acute irregular heartbeat,9,False,Gastroenterology,"Condition_0, Condition_1, Condition_2",58
SYMP03354,sudden nausea,10,False,Orthopedics,"Condition_0, Condition_1, Condition_2",13
SYMP03355,sudden rapid heartbeat,10,False,Infectious Disease,Condition_0,21
SYMP03356,moderate loss of taste,10,False,ICU,Condition_0,18
SYMP03357,chronic shortness of breath,6,False,Neurology,"Condition_0, Condition_1, Condition_2",20
SYMP03358,intermittent loss of smell,5,False,General Medicine,"Condition_0, Condition_1, Condition_2",24
SYMP03359,persistent blurred vision,1,False,Infectious Disease,"Condition_0, Condition_1",32
SYMP03360,mild loss of taste,3,False,Emergency,"Condition_0, Condition_1, Condition_2",10
SYMP03361,sudden seizure,1,False,Surgery,"Condition_0, Condition_1, Condition_2, Condition_3",19
SYMP03362,acute palpitations,1,False,ICU,"Condition_0, Condition_1",38
SYMP03363,intermittent chest,1,True,Infectious Disease,"Condition_0, Condition_1, Condition_2, Condition_3",36
SYMP03364,persistent eye,4,False,Orthopedics,"Condition_0, Condition_1, Condition_2",55
SYMP03365,chronic chest,9,False,Emergency,Condition_0,27
SYMP03366,chronic weakness,3,True,Surgery,"Condition_0, Condition_1, Condition_2, Condition_3",30
SYMP03367,mild nausea,5,False,Cardiology,"Condition_0, Condition_1, Condition_2",21
SYMP03368,sudden fatigue,8,False,Emergency,"Condition_0, Condition_1",30
SYMP03369,persistent tingling,9,False,Orthopedics,"Condition_0, Condition_1, Condition_2",1
SYMP03370,sudden seizure,10,True,ICU,"Condition_0, Condition_1, Condition_2, Condition_3",57
SYMP03371,persistent head,6,False,Gastroenterology,"Condition_0, Condition_1, Condition_2, Condition_3",22
SYMP03372,persistent hearing loss,6,False,Infectious Disease,"Condition_0, Condition_1, Condition_2",5
SYMP03373,severe chills,2,False,Pulmonology,Condition_0,41
SYMP03374,severe cough,1,False,General Medicine,"Condition_0, Condition_1",59
SYMP03375,mild wheezing,4,False,General Medicine,"Condition_0, Condition_1, Condition_2, Condition_3",50
SYMP03376,mild rapid heartbeat,10,False,Emergency,"Condition_0, Condition_1, Condition_2, Condition_3",18
SYMP03377,acute diarrhea,2,False,Cardiology,"Condition_0, Condition_1, Condition_2",43
SYMP03378,moderate loss of smell,10,False,Emergency,"Condition_0, Condition_1, Condition_2",5
SYMP03379,intermittent bloating,9,False,Cardiology,Condition_0,15
SYMP03380,persistent rapid heartbeat,9,False,Neurology,Condition_0,26
SYMP03381,moderate tingling,7,False,Cardiology,"Condition_0, Condition_1, Condition_2, Condition_3",9
SYMP03382,severe weakness,3,False,Emergency,"Condition_0, Condition_1, Condition_2, Condition_3",22
SYMP03383,persistent shortness of breath,10,False,Cardiology,"Condition_0, Condition_1, Condition_2",52
SYMP03384,severe eye,1,False,Neurology,Condition_0,12
SYMP03385,persistent difficulty breathing,1,False,Cardiology,"Condition_0, Condition_1",42
SYMP03386,mild dizziness,3,False,Pulmonology,"Condition_0, Condition_1, Condition_2",10
SYMP03387,sudden confusion,1,False,General Medicine,"Condition_0, Condition_1, Condition_2, Condition_3",28
SYMP03388,severe eye,4,False,General Medicine,"Condition_0, Condition_1, Condition_2, Condition_3",5
SYMP03389,severe shortness of breath,1,True,General Medicine,"Condition_0, Condition_1, Condition_2",12
SYMP03390,mild rapid heartbeat,2,False,Pulmonology,Condition_0,5
SYMP03391,severe irregular heartbeat,5,False,Emergency,"Condition_0, Condition_1, Condition_2",26
SYMP03392,mild chest,2,False,Cardiology,Condition_0,57
SYMP03393,severe cough,3,True,Surgery,"Condition_0, Condition_1, Condition_2",29
SYMP03394,severe blurred vision,8,False,ICU,"Condition_0, Condition_1, Condition_2",9
SYMP03395,chronic difficulty breathing,10,True,Neurology,"Condition_0, Condition_1, Condition_2",17
SYMP03396,mild tingling,3,False,Infectious Disease,"Condition_0, Condition_1, Condition_2",25
SYMP03397,moderate chills,10,False,Neurology,"Condition_0, Condition_1, Condition_2",11
SYMP03398,acute tingling,7,False,Pulmonology,"Condition_0, Condition_1, Condition_2",15
SYMP03399,persistent numbness,3,False,Cardiology,Condition_0,17
SYMP03400,persistent chills,1,False,Pulmonology,"Condition_0, Condition_1, Condition_2",11
SYMP03401,chronic dizziness,4,False,Orthopedics,"Condition_0, Condition_1, Condition_2, Condition_3",38
SYMP03402,persistent chills,9,False,General Medicine,"Condition_0, Condition_1, Condition_2",17
SYMP03403,intermittent back,9,False,Surgery,"Condition_0, Condition_1, Condition_2, Condition_3",52
SYMP03404,acute nausea,1,True,Orthopedics,"Condition_0, Condition_1, Condition_2",8
SYMP03405,chronic joint,3,False,Emergency,Condition_0,43
SYMP03406,acute loss of taste,6,False,Emergency,"Condition_0, Condition_1",58
SYMP03407,mild fatigue,7,False,Infectious Disease,"Condition_0, Condition_1, Condition_2, Condition_3",54
SYMP03408,persistent back,2,False,Neurology,"Condition_0, Condition_1, Condition_2",52
SYMP03409,persistent rapid heartbeat,1,False,Emergency,Condition_0,5
SYMP03410,intermittent eye,10,False,Neurology,"Condition_0, Condition_1, Condition_2, Condition_3",44
SYMP03411,sudden ear,9,False,Orthopedics,"Condition_0, Condition_1",11
SYMP03412,severe sweating,8,False,Orthopedics,"Condition_0, Condition_1",53
SYMP03413,intermittent joint,6,True,Neurology,"Condition_0, Condition_1, Condition_2",27
SYMP03414,severe bloating,7,False,Infectious Disease,"Condition_0, Condition_1, Condition_2",11
SYMP03415,chronic shortness of breath,9,False,Gastroenterology,"Condition_0, Condition_1, Condition_2",16
SYMP03416,intermittent hearing loss,5,False,Surgery,"Condition_0, Condition_1, Condition_2",57
SYMP03417,acute fatigue,3,False,ICU,Condition_0,31
SYMP03418,chronic wheezing,7,False,Neurology,"Condition_0, Condition_1",22
SYMP03419,severe weight loss,10,True,Cardiology,"Condition_0, Condition_1, Condition_2, Condition_3",39
SYMP03420,persistent dizziness,3,False,Pulmonology,"Condition_0, Condition_1",20
SYMP03421,severe difficulty breathing,9,False,Pulmonology,"Condition_0, Condition_1",17
SYMP03422,acute difficulty breathing,3,False,Neurology,"Condition_0, Condition_1, Condition_2, Condition_3",52
SYMP03423,moderate blurred vision,5,False,Neurology,"Condition_0, Condition_1, Condition_2",2
SYMP03424,sudden weight loss,1,False,Pulmonology,"Condition_0, Condition_1",28
SYMP03425,acute difficulty breathing,5,False,Gastroenterology,"Condition_0, Condition_1",2
SYMP03426,persistent abdominal,6,False,Pulmonology,"Condition_0, Condition_1, Condition_2, Condition_3",53
SYMP03427,mild chills,1,False,Infectious Disease,Condition_0,25
SYMP03428,mild confusion,5,True,Cardiology,"Condition_0, Condition_1, Condition_2",18
SYMP03429,chronic dizziness,10,False,Cardiology,"Condition_0, Condition_1, Condition_2",18
SYMP03430,chronic difficulty breathing,10,False,Gastroenterology,Condition_0,42
SYMP03431,severe difficulty breathing,7,False,Infectious Disease,"Condition_0, Condition_1, Condition_2",12
SYMP03432,chronic shortness of breath,5,False,Gastroenterology,Condition_0,57
SYMP03433,intermittent vomiting,7,False,Emergency,"Condition_0, Condition_1",33
SYMP03434,acute blurred vision,6,False,Infectious Disease,"Condition_0, Condition_1, Condition_2",30
SYMP03435,sudden irregular heartbeat,2,True,Emergency,"Condition_0, Condition_1",4
SYMP03436,persistent dizziness,1,False,Pulmonology,"Condition_0, Condition_1",53
SYMP03437,acute cough,5,False,Surgery,Condition_0,57
SYMP03438,moderate dizziness,7,False,Gastroenterology,"Condition_0, Condition_1",9
SYMP03439,sudden cough,8,False,ICU,Condition_0,41
SYMP03440,acute irregular heartbeat,8,False,ICU,Condition_0,23
SYMP03441,sudden fever,9,False,Infectious Disease,"Condition_0, Condition_1, Condition_2",54
SYMP03442,mild muscle,6,False,Gastroenterology,"Condition_0, Condition_1, Condition_2, Condition_3",1
SYMP03443,mild rapid heartbeat,5,False,Infectious Disease,"Condition_0, Condition_1",25
SYMP03444,sudden dizziness,3,False,ICU,"Condition_0, Condition_1, Condition_2, Condition_3",48
SYMP03445,sudden sweating,7,False,Infectious Disease,Condition_0,35
SYMP03446,mild seizure,8,True,ICU,"Condition_0, Condition_1, Condition_2, Condition_3",4
