Doctor_ID,Specialization,Subspecialty,Experience_Years,Max_Patients_Per_Hour,Critical_Case_Certified,Performance_Score,Preferred_Case_Types,Consultation_Fee,Availability_Hours_Per_Week
DOC03024,General Medicine,General Medicine General,6,6,No,6.4,General Medicine Cases,4642,57
DOC03025,General Medicine,General Medicine General,7,6,No,7.4,General Medicine Cases,1495,78
DOC03026,General Medicine,General Medicine General,1,6,No,5.6,General Medicine Cases,4383,71
DOC03027,General Medicine,General Medicine General,1,6,No,6.0,General Medicine Cases,2243,64
DOC03028,General Medicine,General Medicine General,2,6,No,5.3,General Medicine Cases,3155,44
DOC03029,General Medicine,General Medicine General,6,6,No,7.5,General Medicine Cases,4737,71
DOC03030,General Medicine,General Medicine General,10,6,No,8.0,General Medicine Cases,942,52
DOC03031,General Medicine,General Medicine General,13,6,No,7.9,General Medicine Cases,2774,74
DOC03032,General Medicine,General Medicine General,5,6,No,6.5,General Medicine Cases,3242,55
DOC03033,General Medicine,General Medicine General,4,6,No,7.3,General Medicine Cases,1710,51
DOC03034,General Medicine,General Medicine General,23,6,No,10.0,General Medicine Cases,4774,72
DOC03035,General Medicine,General Medicine General,1,6,No,6.5,General Medicine Cases,1415,66
DOC03036,General Medicine,General Medicine General,34,6,No,10.0,General Medicine Cases,2546,60
DOC03037,General Medicine,General Medicine General,10,6,No,8.5,General Medicine Cases,751,52
DOC03038,General Medicine,General Medicine General,5,6,No,7.6,General Medicine Cases,2351,58
DOC03039,General Medicine,General Medicine General,19,6,No,10.0,General Medicine Cases,1381,76
DOC03040,General Medicine,General Medicine General,4,6,No,7.1,General Medicine Cases,3702,57
DOC03041,General Medicine,General Medicine General,4,6,No,6.0,General Medicine Cases,2123,64
DOC03042,General Medicine,General Medicine General,34,6,No,10.0,General Medicine Cases,773,40
DOC03043,General Medicine,General Medicine General,11,6,No,8.4,General Medicine Cases,3914,58
DOC03044,General Medicine,General Medicine General,4,6,No,7.1,General Medicine Cases,4043,73
DOC03045,General Medicine,General Medicine General,23,6,No,10.0,General Medicine Cases,3743,72
DOC03046,General Medicine,General Medicine General,22,6,No,10.0,General Medicine Cases,3657,61
DOC03047,General Medicine,General Medicine General,1,6,No,5.3,General Medicine Cases,1784,46
DOC03048,General Medicine,General Medicine General,20,6,No,10.0,General Medicine Cases,2841,52
DOC03049,General Medicine,General Medicine General,11,6,No,9.1,General Medicine Cases,2070,73
DOC03050,General Medicine,General Medicine General,10,6,No,8.1,General Medicine Cases,1303,54
DOC03051,General Medicine,General Medicine General,16,6,No,8.5,General Medicine Cases,3785,60
DOC03052,General Medicine,General Medicine General,1,6,No,5.9,General Medicine Cases,1145,49
DOC03053,General Medicine,General Medicine General,2,6,No,5.3,General Medicine Cases,714,65
DOC03054,General Medicine,General Medicine General,35,6,No,10.0,General Medicine Cases,2063,51
DOC03055,General Medicine,General Medicine General,7,6,No,7.0,General Medicine Cases,823,52
DOC03056,General Medicine,General Medicine General,2,6,No,6.0,General Medicine Cases,1047,61
DOC03057,General Medicine,General Medicine General,2,6,No,6.9,General Medicine Cases,1882,77
DOC03058,General Medicine,General Medicine General,16,6,No,10.0,General Medicine Cases,3409,42
DOC03059,General Medicine,General Medicine General,8,6,No,7.8,General Medicine Cases,2018,71
DOC03060,General Medicine,General Medicine General,20,6,No,10.0,General Medicine Cases,3959,59
DOC03061,General Medicine,General Medicine General,14,6,No,9.0,General Medicine Cases,2356,70
DOC03062,General Medicine,General Medicine General,2,6,No,6.7,General Medicine Cases,722,51
DOC03063,General Medicine,General Medicine General,7,6,No,7.2,General Medicine Cases,4485,60
DOC03064,General Medicine,General Medicine General,14,6,No,9.5,General Medicine Cases,2184,73
DOC03065,General Medicine,General Medicine General,21,6,No,10.0,General Medicine Cases,2030,54
DOC03066,General Medicine,General Medicine General,2,6,No,5.8,General Medicine Cases,618,50
DOC03067,General Medicine,General Medicine General,23,6,No,10.0,General Medicine Cases,868,49
DOC03068,General Medicine,General Medicine General,12,6,No,8.0,General Medicine Cases,2642,74
DOC03069,General Medicine,General Medicine General,9,6,No,7.2,General Medicine Cases,720,50
DOC03070,General Medicine,General Medicine General,16,6,No,8.5,General Medicine Cases,4960,63
DOC03071,General Medicine,General Medicine General,5,6,No,5.8,General Medicine Cases,1637,56
DOC03072,General Medicine,General Medicine General,2,6,No,6.6,General Medicine Cases,2441,60
DOC03073,General Medicine,General Medicine General,15,6,No,9.4,General Medicine Cases,1123,51
DOC03074,General Medicine,General Medicine General,1,6,No,5.7,General Medicine Cases,2719,44
DOC03075,General Medicine,General Medicine General,2,6,No,5.7,General Medicine Cases,2796,47
DOC03076,General Medicine,General Medicine General,6,6,No,6.0,General Medicine Cases,3251,69
DOC03077,General Medicine,General Medicine General,6,6,No,6.4,General Medicine Cases,1170,47
DOC03078,General Medicine,General Medicine General,19,6,No,9.3,General Medicine Cases,4061,73
DOC03079,General Medicine,General Medicine General,15,6,No,9.0,General Medicine Cases,1227,56
DOC03080,General Medicine,General Medicine General,1,6,No,5.3,General Medicine Cases,3976,50
DOC03081,General Medicine,General Medicine General,4,6,No,6.6,General Medicine Cases,2768,75
DOC03082,General Medicine,General Medicine General,3,6,No,6.2,General Medicine Cases,862,43
DOC03083,General Medicine,General Medicine General,21,6,No,10.0,General Medicine Cases,1224,49
DOC03084,General Medicine,General Medicine General,21,6,No,10.0,General Medicine Cases,1236,45
DOC03085,General Medicine,General Medicine General,5,6,No,7.4,General Medicine Cases,3993,58
DOC03086,General Medicine,General Medicine General,14,6,No,9.3,General Medicine Cases,1989,66
DOC03087,General Medicine,General Medicine General,8,6,No,8.2,General Medicine Cases,2398,54
DOC03088,General Medicine,General Medicine General,4,6,No,7.4,General Medicine Cases,3503,74
DOC03089,General Medicine,General Medicine General,14,6,No,8.6,General Medicine Cases,648,55
DOC03090,General Medicine,General Medicine General,3,6,No,6.3,General Medicine Cases,2364,73
DOC03091,General Medicine,General Medicine General,18,6,No,9.5,General Medicine Cases,2458,74
DOC03092,General Medicine,General Medicine General,4,6,No,5.5,General Medicine Cases,3638,69
DOC03093,General Medicine,General Medicine General,20,6,No,10.0,General Medicine Cases,4762,49
DOC03094,General Medicine,General Medicine General,19,6,No,10.0,General Medicine Cases,2458,64
DOC03095,General Medicine,General Medicine General,35,6,No,10.0,General Medicine Cases,4815,75
DOC03096,General Medicine,General Medicine General,32,6,No,10.0,General Medicine Cases,1346,60
DOC03097,General Medicine,General Medicine General,1,6,No,6.3,General Medicine Cases,3814,76
DOC03098,General Medicine,General Medicine General,4,6,No,6.8,General Medicine Cases,1669,55
DOC03099,General Medicine,General Medicine General,6,6,No,6.9,General Medicine Cases,1163,61
DOC03100,General Medicine,General Medicine General,4,6,No,6.7,General Medicine Cases,1546,73
DOC03101,General Medicine,General Medicine General,8,6,No,8.2,General Medicine Cases,4206,67
DOC03102,General Medicine,General Medicine General,11,6,No,7.8,General Medicine Cases,3160,42
DOC03103,General Medicine,General Medicine General,2,6,No,5.8,General Medicine Cases,862,41
DOC03104,General Medicine,General Medicine General,9,6,No,7.2,General Medicine Cases,1026,40
DOC03105,General Medicine,General Medicine General,8,6,No,7.7,General Medicine Cases,2979,47
DOC03106,General Medicine,General Medicine General,4,6,No,5.8,General Medicine Cases,3193,66
DOC03107,General Medicine,General Medicine General,5,6,No,6.6,General Medicine Cases,2923,76
DOC03108,General Medicine,General Medicine General,3,6,No,5.9,General Medicine Cases,4215,61
DOC03109,General Medicine,General Medicine General,10,6,No,8.0,General Medicine Cases,932,51
DOC03110,General Medicine,General Medicine General,22,6,No,10.0,General Medicine Cases,1971,51
DOC03111,General Medicine,General Medicine General,18,6,No,10.0,General Medicine Cases,1875,60
DOC03112,General Medicine,General Medicine General,12,6,No,8.8,General Medicine Cases,3891,76
DOC03113,General Medicine,General Medicine General,21,6,No,10.0,General Medicine Cases,4779,44
DOC03114,General Medicine,General Medicine General,4,6,No,6.5,General Medicine Cases,4228,44
DOC03115,General Medicine,General Medicine General,4,6,No,6.1,General Medicine Cases,3940,57
DOC03116,General Medicine,General Medicine General,12,6,No,7.9,General Medicine Cases,2719,40
DOC03117,General Medicine,General Medicine General,22,6,No,10.0,General Medicine Cases,3908,56
DOC03118,General Medicine,General Medicine General,15,6,No,9.1,General Medicine Cases,776,62
DOC03119,General Medicine,General Medicine General,4,6,No,6.6,General Medicine Cases,549,77
DOC03120,General Medicine,General Medicine General,8,6,No,7.4,General Medicine Cases,2459,56
DOC03121,General Medicine,General Medicine General,2,6,No,6.7,General Medicine Cases,2021,76
DOC03122,General Medicine,General Medicine General,7,6,No,6.9,General Medicine Cases,2476,49
DOC03123,General Medicine,General Medicine General,38,6,No,10.0,General Medicine Cases,2993,79
DOC03124,General Medicine,General Medicine General,6,6,No,7.0,General Medicine Cases,1824,46
DOC03125,General Medicine,General Medicine General,9,6,No,8.3,General Medicine Cases,3436,55
DOC03126,General Medicine,General Medicine General,8,6,No,7.2,General Medicine Cases,3257,43
DOC03127,General Medicine,General Medicine General,2,6,No,6.5,General Medicine Cases,650,55
DOC03128,General Medicine,General Medicine General,3,6,No,7.0,General Medicine Cases,3393,41
DOC03129,General Medicine,General Medicine General,6,6,No,6.3,General Medicine Cases,784,67
DOC03130,General Medicine,General Medicine General,1,6,No,5.1,General Medicine Cases,4653,64
DOC03131,General Medicine,General Medicine General,12,6,No,8.0,General Medicine Cases,2032,41
DOC03132,General Medicine,General Medicine General,16,6,No,8.8,General Medicine Cases,1523,42
DOC03133,General Medicine,General Medicine General,4,6,No,6.4,General Medicine Cases,3679,42
DOC03134,General Medicine,General Medicine General,6,6,No,7.5,General Medicine Cases,3616,73
DOC03135,General Medicine,General Medicine General,5,6,No,6.7,General Medicine Cases,512,47
DOC03136,General Medicine,General Medicine General,4,6,No,6.6,General Medicine Cases,1427,72
DOC03137,General Medicine,General Medicine General,4,6,No,6.9,General Medicine Cases,1559,67
DOC03138,General Medicine,General Medicine General,12,6,No,8.6,General Medicine Cases,4156,40
DOC03139,General Medicine,General Medicine General,6,6,No,7.4,General Medicine Cases,1204,75
DOC03140,General Medicine,General Medicine General,14,6,No,9.5,General Medicine Cases,2050,57
DOC03141,General Medicine,General Medicine General,3,6,No,6.3,General Medicine Cases,4164,62
DOC03142,General Medicine,General Medicine General,23,6,No,10.0,General Medicine Cases,918,49
DOC03143,General Medicine,General Medicine General,5,6,No,7.4,General Medicine Cases,1530,56
DOC03144,General Medicine,General Medicine General,5,6,No,7.1,General Medicine Cases,681,43
DOC03145,General Medicine,General Medicine General,2,6,No,5.9,General Medicine Cases,2009,54
DOC03146,General Medicine,General Medicine General,7,6,No,7.4,General Medicine Cases,4122,74
DOC03147,General Medicine,General Medicine General,3,6,No,6.2,General Medicine Cases,697,54
DOC03148,General Medicine,General Medicine General,12,6,No,9.3,General Medicine Cases,625,69
DOC03149,General Medicine,General Medicine General,1,6,No,5.3,General Medicine Cases,2926,73
DOC03150,General Medicine,General Medicine General,7,6,No,6.7,General Medicine Cases,3557,76
DOC03151,General Medicine,General Medicine General,6,6,No,7.7,General Medicine Cases,3291,63
DOC03152,General Medicine,General Medicine General,3,6,No,6.7,General Medicine Cases,803,70
DOC03153,General Medicine,General Medicine General,4,6,No,6.4,General Medicine Cases,4754,73
DOC03154,General Medicine,General Medicine General,2,6,No,5.5,General Medicine Cases,3594,73
DOC03155,General Medicine,General Medicine General,10,6,No,8.9,General Medicine Cases,3302,58
DOC03156,General Medicine,General Medicine General,5,6,No,7.1,General Medicine Cases,4220,58
DOC03157,General Medicine,General Medicine General,3,6,No,6.2,General Medicine Cases,3457,59
DOC03158,General Medicine,General Medicine General,2,6,No,5.9,General Medicine Cases,899,65
DOC03159,General Medicine,General Medicine General,3,6,No,5.8,General Medicine Cases,2055,73
DOC03160,General Medicine,General Medicine General,12,6,No,9.1,General Medicine Cases,1318,46
DOC03161,General Medicine,General Medicine General,4,6,No,6.7,General Medicine Cases,1908,69
DOC03162,General Medicine,General Medicine General,14,6,No,9.8,General Medicine Cases,781,46
DOC03163,General Medicine,General Medicine General,2,6,No,6.7,General Medicine Cases,687,65
DOC03164,General Medicine,General Medicine General,24,6,No,10.0,General Medicine Cases,4509,59
DOC03165,General Medicine,General Medicine General,5,6,No,6.9,General Medicine Cases,3977,62
DOC03166,General Medicine,General Medicine General,15,6,No,9.1,General Medicine Cases,2214,65
DOC03167,General Medicine,General Medicine General,3,6,No,7.2,General Medicine Cases,3329,61
DOC03168,General Medicine,General Medicine General,12,6,No,9.3,General Medicine Cases,4623,48
DOC03169,General Medicine,General Medicine General,6,6,No,7.9,General Medicine Cases,4040,67
DOC03170,General Medicine,General Medicine General,9,6,No,7.1,General Medicine Cases,4677,48
DOC03171,General Medicine,General Medicine General,1,6,No,6.6,General Medicine Cases,4619,49
DOC03172,General Medicine,General Medicine General,22,6,No,10.0,General Medicine Cases,896,61
DOC03173,General Medicine,General Medicine General,18,6,No,9.0,General Medicine Cases,717,50
DOC03174,General Medicine,General Medicine General,5,6,No,6.2,General Medicine Cases,1575,73
DOC03175,General Medicine,General Medicine General,6,6,No,7.6,General Medicine Cases,4722,60
DOC03176,General Medicine,General Medicine General,8,6,No,7.1,General Medicine Cases,652,79
DOC03177,General Medicine,General Medicine General,30,6,No,10.0,General Medicine Cases,2296,46
DOC03178,General Medicine,General Medicine General,21,6,No,10.0,General Medicine Cases,3184,43
DOC03179,General Medicine,General Medicine General,23,6,No,10.0,General Medicine Cases,2644,72
DOC03180,General Medicine,General Medicine General,6,6,No,6.2,General Medicine Cases,1487,47
DOC03181,General Medicine,General Medicine General,6,6,No,7.7,General Medicine Cases,2580,62
