Condition_ID,Condition_Name,Condition_Category,Base_Severity_Score,Default_Department,Emergency_Flag,Contagious_Flag,Max_Recommended_Wait_Time_Minutes,Mortality_Risk_Level,Progression_Speed
COND02810,Contusion Moderate Simple,Trauma,4,ICU,Yes,Yes,119,Moderate,Moderate
COND02811,Internal Bleeding Major Simple,Trauma,2,Emergency,Yes,No,55,Moderate,Slow
COND02812,Hepatitis Acute Complicated,Gastrointestinal,3,ICU,Yes,No,41,Moderate,Moderate
COND02813,Dislocation Minor 2nd Degree,Trauma,6,ICU,No,No,98,Moderate,Moderate
COND02814,Crush Injury Major 1st Degree,Trauma,2,Surgery,No,No,151,Low,Fast
COND02815,Lung Cancer Chronic Viral,Respiratory,4,Cardiology,No,Yes,16,Low,Slow
COND02816,Vertigo Chronic Primary,Neurological,4,Gastroenterology,No,Yes,0,Moderate,Moderate
COND02817,Aortic Dissection Moderate Stage 2,Cardiac,7,Pulmonology,No,No,20,Low,Moderate
COND02818,TIA Severe Secondary,Neurological,9,Neurology,No,Yes,66,Moderate,Slow
COND02819,Liver Failure Acute Type C,Gastrointestinal,2,General Medicine,Yes,No,91,Low,Moderate
COND02820,Typhoid Mild Gram Negative,Infection,2,Emergency,No,Yes,27,Low,Moderate
COND02821,Crush Injury Moderate Closed,Trauma,8,General Medicine,Yes,No,33,Low,Slow
COND02822,Internal Bleeding Major Simple,Trauma,6,Infectious Disease,No,No,7,Low,Slow
COND02823,Sepsis Mild Gram Positive,Infection,5,Infectious Disease,Yes,No,66,Low,Slow
COND02824,Gastroenteritis Mild Resistant,Infection,9,Cardiology,No,Yes,25,Low,Moderate
COND02825,Pulmonary Embolism Stable Grade I,Cardiac,6,Orthopedics,No,Yes,154,High,Moderate
COND02826,Stroke Acute Generalized,Neurological,4,Surgery,No,No,130,Low,Slow
COND02827,Asthma Mild Type 2,Respiratory,8,Pulmonology,No,Yes,165,Low,Moderate
COND02828,UTI Acute Gram Positive,Infection,3,Pulmonology,Yes,No,92,Moderate,Slow
COND02829,Sprain Minor Simple,Trauma,10,Orthopedics,No,No,101,Low,Moderate
COND02830,Epilepsy Severe Generalized,Neurological,2,Pulmonology,No,No,102,Moderate,Slow
COND02831,GI Bleed Severe Type A,Gastrointestinal,8,Surgery,No,No,135,Low,Moderate
COND02832,Spinal Injury Minor Closed,Trauma,7,Gastroenterology,Yes,No,13,Moderate,Moderate
COND02833,Head Injury Major Compound,Trauma,2,Neurology,No,Yes,135,High,Moderate
COND02834,Pericarditis Severe Type A,Cardiac,7,Pulmonology,Yes,No,36,Moderate,Fast
COND02835,Cellulitis Recurrent Resistant,Infection,2,Emergency,No,No,40,Moderate,Slow
COND02836,Pleural Effusion Moderate Exacerbation,Respiratory,2,General Medicine,No,No,108,Low,Moderate
COND02837,Aortic Dissection Moderate Stage 3,Cardiac,3,Pulmonology,Yes,No,146,Low,Slow
COND02838,Concussion Moderate Primary,Neurological,3,Orthopedics,No,No,163,Low,Fast
COND02839,Bronchitis Acute Bacterial,Respiratory,8,Pulmonology,No,Yes,58,Low,Moderate
COND02840,Influenza Mild Bacterial,Respiratory,5,Neurology,No,Yes,18,Low,Slow
COND02841,Valvular Disease Moderate Type A,Cardiac,2,Orthopedics,No,No,124,Moderate,Moderate
COND02842,Typhoid Mild Community Acquired,Infection,4,Cardiology,No,Yes,157,Low,Fast
COND02843,Malaria Chronic Gram Negative,Infection,10,ICU,No,No,127,Low,Moderate
COND02844,Pneumothorax Severe Bacterial,Respiratory,9,General Medicine,No,No,102,Low,Slow
COND02845,Burn Moderate Closed,Trauma,5,Surgery,No,No,84,Low,Moderate
COND02846,Laceration Mild 1st Degree,Trauma,5,Pulmonology,No,Yes,52,Moderate,Slow
COND02847,Tuberculosis Chronic Bacterial,Respiratory,5,Pulmonology,Yes,No,43,High,Fast
COND02848,Sepsis Mild Gram Negative,Infection,8,Pulmonology,No,No,83,Low,Slow
COND02849,Sepsis Chronic Gram Negative,Infection,4,Cardiology,No,No,118,High,Moderate
COND02850,Deep Vein Thrombosis Moderate Grade III,Cardiac,5,Neurology,No,No,76,Low,Moderate
COND02851,COVID-19 Moderate Type 1,Respiratory,6,Emergency,No,No,5,Low,Fast
COND02852,IBS Acute Type C,Gastrointestinal,8,Cardiology,Yes,No,89,High,Slow
COND02853,Meningitis Severe Focal,Neurological,5,Orthopedics,Yes,No,76,Moderate,Moderate
COND02854,COVID-19 Acute Viral,Respiratory,3,Emergency,No,No,177,Moderate,Moderate
COND02855,Angina Stable Stage 1,Cardiac,6,Neurology,No,No,137,High,Slow
COND02856,Multiple Sclerosis Severe Primary,Neurological,10,Cardiology,Yes,No,155,Moderate,Moderate
COND02857,Dengue Mild Community Acquired,Infection,5,Gastroenterology,No,No,97,Low,Moderate
COND02858,Epilepsy Acute Ischemic,Neurological,3,Emergency,No,No,9,Low,Moderate
COND02859,Internal Bleeding Minor Compound,Trauma,2,Gastroenterology,No,No,128,Low,Moderate
COND02860,Dislocation Mild 1st Degree,Trauma,10,Infectious Disease,No,No,21,Low,Fast
COND02861,Migraine Progressive Focal,Neurological,5,Neurology,No,Yes,68,Moderate,Slow
COND02862,IBS Acute Type A,Gastrointestinal,10,Pulmonology,No,No,40,Low,Moderate
COND02863,Crush Injury Major Open,Trauma,6,Infectious Disease,No,No,47,Low,Slow
COND02864,Burn Minor 2nd Degree,Trauma,2,Surgery,No,Yes,106,Low,Slow
COND02865,Heart Failure Mild Stage 1,Cardiac,5,General Medicine,Yes,No,151,Low,Moderate
COND02866,Spinal Injury Minor 1st Degree,Trauma,2,Pulmonology,No,Yes,17,High,Slow
COND02867,Atrial Fibrillation Chronic Stage 2,Cardiac,7,ICU,Yes,No,24,High,Moderate
COND02868,Sprain Mild Compound,Trauma,10,Gastroenterology,No,No,136,Low,Slow
COND02869,Viral Fever Recurrent Gram Positive,Infection,8,Orthopedics,No,No,141,High,Slow
COND02870,Ventricular Tachycardia Moderate Type A,Cardiac,8,Pulmonology,No,No,65,Low,Slow
COND02871,Cirrhosis Chronic Type C,Gastrointestinal,7,Emergency,No,No,95,High,Moderate
COND02872,Appendicitis Chronic Complicated,Gastrointestinal,8,Surgery,No,No,78,Moderate,Slow
COND02873,Internal Bleeding Mild Open,Trauma,10,Pulmonology,No,No,2,Low,Fast
COND02874,Fungal Infection Chronic Community Acquired,Infection,7,ICU,Yes,No,103,Low,Moderate
COND02875,Cellulitis Chronic Resistant,Infection,6,Neurology,Yes,No,137,Low,Fast
COND02876,Pneumonia Chronic Type 2,Respiratory,5,Neurology,Yes,No,27,High,Moderate
COND02877,Bowel Obstruction Acute Uncomplicated,Gastrointestinal,10,Surgery,No,No,90,Moderate,Slow
COND02878,Bowel Obstruction Mild Type C,Gastrointestinal,6,General Medicine,No,No,156,Low,Fast
COND02879,Respiratory Distress Syndrome Active Fungal,Respiratory,5,ICU,No,No,95,Moderate,Moderate
COND02880,Cardiomyopathy Chronic Type A,Cardiac,8,ICU,Yes,No,173,Low,Fast
COND02881,Respiratory Distress Syndrome Acute Exacerbation,Respiratory,2,Pulmonology,No,No,138,Low,Slow
COND02882,Bell Palsy Chronic Focal,Neurological,8,Emergency,Yes,Yes,78,Low,Moderate
COND02883,Burn Minor 1st Degree,Trauma,4,Cardiology,No,Yes,5,Low,Slow
COND02884,Pulmonary Embolism Stable Stage 1,Cardiac,3,Gastroenterology,No,No,29,Moderate,Fast
COND02885,Hypertension Stable Grade I,Cardiac,3,Orthopedics,Yes,Yes,131,Moderate,Slow
COND02886,Cirrhosis Severe Type A,Gastrointestinal,2,Emergency,Yes,No,76,Moderate,Moderate
COND02887,Migraine Progressive Focal,Neurological,2,Pulmonology,No,No,178,Moderate,Slow
COND02888,Stroke Mild Secondary,Neurological,5,Infectious Disease,No,No,165,Low,Moderate
COND02889,Deep Vein Thrombosis Stable Grade III,Cardiac,10,Infectious Disease,No,No,66,Low,Slow
COND02890,Hepatitis Moderate Type B,Gastrointestinal,9,Gastroenterology,Yes,No,117,Low,Fast
COND02891,Migraine Mild Secondary,Neurological,3,Orthopedics,No,Yes,41,High,Moderate
COND02892,Pharyngitis Chronic Exacerbation,Respiratory,9,Orthopedics,No,No,22,Moderate,Moderate
COND02893,Seizure Moderate Ischemic,Neurological,8,Surgery,No,No,15,Moderate,Slow
COND02894,Pharyngitis Chronic Viral,Respiratory,7,Neurology,No,No,112,Low,Moderate
COND02895,GERD Chronic Type C,Gastrointestinal,10,Emergency,No,Yes,177,Moderate,Moderate
COND02896,Seizure Chronic Generalized,Neurological,3,Infectious Disease,Yes,Yes,119,Low,Fast
COND02897,Asthma Chronic Bacterial,Respiratory,4,Orthopedics,No,Yes,51,Low,Slow
COND02898,Pharyngitis Active Type 1,Respiratory,9,Cardiology,Yes,No,172,Low,Fast
COND02899,Internal Bleeding Minor 2nd Degree,Trauma,2,Emergency,Yes,Yes,66,High,Moderate
COND02900,Pancreatitis Moderate Complicated,Gastrointestinal,9,Emergency,No,No,61,Moderate,Fast
COND02901,Myocardial Infarction Unstable Type A,Cardiac,9,Pulmonology,No,No,8,Low,Moderate
COND02902,Asthma Severe Viral,Respiratory,9,Infectious Disease,Yes,No,124,Moderate,Slow
COND02903,Myocardial Infarction Unstable Type B,Cardiac,9,ICU,No,No,144,Low,Moderate
COND02904,Dislocation Major Closed,Trauma,4,Pulmonology,No,No,107,Moderate,Moderate
COND02905,Fungal Infection Chronic Community Acquired,Infection,3,Pulmonology,Yes,Yes,132,Moderate,Moderate
COND02906,Meningitis Moderate Hemorrhagic,Neurological,7,Neurology,Yes,No,109,Low,Moderate
COND02907,Hypertension Stable Type B,Cardiac,4,Emergency,No,No,21,Low,Slow
COND02908,Arrhythmia Mild Grade III,Cardiac,9,Cardiology,Yes,No,146,High,Moderate
COND02909,Liver Failure Moderate Type B,Gastrointestinal,2,Emergency,No,No,43,Low,Slow
COND02910,Pneumonia Chronic Type 1,Respiratory,3,Orthopedics,No,No,53,Low,Slow
COND02911,Influenza Active Fungal,Respiratory,4,Neurology,No,Yes,60,Moderate,Slow
COND02912,Head Injury Major Simple,Trauma,9,Pulmonology,No,Yes,161,High,Slow
COND02913,Endocarditis Acute Grade III,Cardiac,4,Gastroenterology,No,No,145,High,Slow
COND02914,Valvular Disease Acute Stage 1,Cardiac,6,Cardiology,No,No,163,Low,Moderate
COND02915,Atrial Fibrillation Chronic Stage 2,Cardiac,5,ICU,Yes,Yes,129,Moderate,Moderate
COND02916,Alzheimers Chronic Secondary,Neurological,10,Orthopedics,Yes,No,88,Moderate,Moderate
COND02917,Respiratory Distress Syndrome Mild Fungal,Respiratory,3,Gastroenterology,No,No,18,Low,Fast
COND02918,Hypertension Moderate Stage 1,Cardiac,3,General Medicine,Yes,No,94,Moderate,Moderate
COND02919,Laceration Major 3rd Degree,Trauma,6,Pulmonology,No,No,101,Low,Fast
COND02920,Contusion Severe Closed,Trauma,2,Orthopedics,No,No,178,Low,Slow
COND02921,Bacterial Infection Acute Gram Positive,Infection,3,Cardiology,No,No,111,Low,Moderate
COND02922,IBS Severe Type B,Gastrointestinal,4,Cardiology,No,Yes,59,Moderate,Slow
COND02923,Seizure Chronic Generalized,Neurological,4,Gastroenterology,No,No,171,Low,Fast
COND02924,Multiple Sclerosis Moderate Generalized,Neurological,8,Orthopedics,No,Yes,131,Moderate,Slow
COND02925,GI Bleed Severe Type B,Gastrointestinal,2,Neurology,No,No,5,Low,Slow
COND02926,Cellulitis Chronic Community Acquired,Infection,4,ICU,Yes,No,38,Low,Moderate
COND02927,GERD Mild Uncomplicated,Gastrointestinal,10,Neurology,No,No,92,Low,Moderate
COND02928,UTI Chronic Community Acquired,Infection,2,ICU,Yes,No,17,Low,Fast
COND02929,GI Bleed Chronic Type A,Gastrointestinal,3,Neurology,No,No,50,Low,Moderate
COND02930,Stroke Chronic Ischemic,Neurological,2,Gastroenterology,No,No,38,Low,Moderate
COND02931,GERD Chronic Type A,Gastrointestinal,3,Emergency,No,Yes,82,Low,Slow
COND02932,Meningitis Chronic Focal,Neurological,7,Surgery,No,No,58,Low,Slow
COND02933,Sleep Apnea Moderate Viral,Respiratory,9,Neurology,No,Yes,33,Low,Slow
COND02934,COPD Active Viral,Respiratory,9,Cardiology,Yes,No,119,Low,Slow
COND02935,Contusion Moderate 2nd Degree,Trauma,3,Emergency,Yes,No,175,Low,Moderate
COND02936,Head Injury Severe Open,Trauma,2,Cardiology,No,Yes,170,Low,Slow
COND02937,Crush Injury Major Simple,Trauma,10,Infectious Disease,Yes,No,131,Low,Fast
COND02938,Pneumonia Chronic Fungal,Respiratory,2,Pulmonology,No,No,161,Moderate,Moderate
COND02939,Endocarditis Acute Type A,Cardiac,4,Infectious Disease,No,Yes,106,Low,Moderate
COND02940,Dengue Moderate Community Acquired,Infection,2,Pulmonology,No,Yes,163,Moderate,Moderate
COND02941,Internal Bleeding Severe Simple,Trauma,9,Orthopedics,No,No,113,Low,Slow
COND02942,Dislocation Moderate 3rd Degree,Trauma,3,Emergency,No,No,94,Low,Moderate
COND02943,TIA Chronic Ischemic,Neurological,5,Emergency,No,No,158,Moderate,Moderate
COND02944,GI Bleed Chronic Uncomplicated,Gastrointestinal,5,Pulmonology,No,No,176,Low,Fast
COND02945,Deep Vein Thrombosis Unstable Stage 2,Cardiac,10,Surgery,No,No,104,Moderate,Moderate
COND02946,Bowel Obstruction Severe Uncomplicated,Gastrointestinal,5,ICU,No,No,53,Low,Fast
COND02947,Brain Tumor Chronic Generalized,Neurological,2,Pulmonology,Yes,Yes,6,Low,Moderate
COND02948,TIA Mild Generalized,Neurological,6,Pulmonology,No,No,54,Moderate,Slow
COND02949,Burn Moderate 1st Degree,Trauma,10,Emergency,No,No,130,High,Moderate
COND02950,Sinusitis Chronic Exacerbation,Respiratory,7,ICU,No,No,137,Moderate,Slow
COND02951,Liver Failure Acute Complicated,Gastrointestinal,10,Surgery,Yes,No,153,Low,Fast
COND02952,Neuropathy Progressive Generalized,Neurological,3,Orthopedics,No,Yes,122,Moderate,Slow
COND02953,COPD Latent Fungal,Respiratory,9,Orthopedics,No,No,114,Low,Moderate
COND02954,Pleurisy Acute Bacterial,Respiratory,2,Cardiology,Yes,No,61,Moderate,Slow
COND02955,Alzheimers Severe Ischemic,Neurological,8,Neurology,Yes,No,24,Low,Moderate
COND02956,Seizure Mild Ischemic,Neurological,6,Cardiology,Yes,No,67,Moderate,Moderate
COND02957,Pneumonia Latent Fungal,Respiratory,3,Neurology,No,No,77,Low,Moderate
COND02958,Hepatitis Acute Type B,Gastrointestinal,7,General Medicine,Yes,No,163,Low,Moderate
COND02959,Angina Mild Stage 3,Cardiac,8,Emergency,Yes,Yes,131,Low,Moderate
COND02960,Valvular Disease Acute Grade III,Cardiac,9,Emergency,No,No,158,High,Moderate
COND02961,Concussion Severe Generalized,Neurological,4,ICU,No,No,43,Low,Slow
COND02962,COVID-19 Latent Type 1,Respiratory,4,Gastroenterology,No,No,48,Low,Moderate
COND02963,Bronchitis Severe Type 1,Respiratory,2,ICU,No,Yes,119,Low,Slow
COND02964,Atrial Fibrillation Acute Stage 2,Cardiac,6,Surgery,Yes,No,82,High,Slow
COND02965,Liver Failure Acute Type C,Gastrointestinal,9,Pulmonology,Yes,No,107,Moderate,Fast
COND02966,Pharyngitis Acute Exacerbation,Respiratory,7,Cardiology,No,No,139,Low,Fast
COND02967,Burn Minor 3rd Degree,Trauma,9,Pulmonology,No,No,135,Low,Slow
COND02968,Contusion Mild 1st Degree,Trauma,2,Infectious Disease,No,No,122,Low,Slow
COND02969,Internal Bleeding Severe Simple,Trauma,3,Pulmonology,No,No,28,Low,Moderate
COND02970,Epilepsy Severe Primary,Neurological,9,Orthopedics,No,No,124,Moderate,Moderate
COND02971,Deep Vein Thrombosis Chronic Grade II,Cardiac,9,Infectious Disease,No,Yes,105,Low,Slow
COND02972,Pancreatitis Chronic Uncomplicated,Gastrointestinal,3,Surgery,No,Yes,92,High,Slow
COND02973,Myocardial Infarction Chronic Grade III,Cardiac,2,ICU,Yes,No,118,Moderate,Moderate
COND02974,Ventricular Tachycardia Acute Stage 3,Cardiac,10,Gastroenterology,No,No,5,Low,Moderate
COND02975,Respiratory Distress Syndrome Chronic Bacterial,Respiratory,5,General Medicine,No,No,44,Low,Moderate
COND02976,IBD Severe Type A,Gastrointestinal,6,Cardiology,Yes,No,34,Low,Slow
COND02977,Pharyngitis Severe Type 1,Respiratory,5,General Medicine,No,Yes,64,High,Slow
COND02978,Viral Fever Moderate Gram Positive,Infection,10,Infectious Disease,Yes,No,15,Low,Slow
COND02979,Sepsis Mild Resistant,Infection,7,Orthopedics,Yes,No,113,Low,Fast
COND02980,Blood Infection Recurrent Gram Negative,Infection,6,Surgery,No,Yes,52,Low,Slow
COND02981,Parkinsons Mild Focal,Neurological,4,Gastroenterology,No,No,67,Low,Slow
COND02982,Aortic Dissection Mild Stage 3,Cardiac,3,General Medicine,No,No,148,Low,Moderate
COND02983,Fracture Mild 2nd Degree,Trauma,2,Emergency,No,No,58,Low,Moderate
COND02984,Burn Mild Open,Trauma,7,Pulmonology,No,No,36,Low,Slow
COND02985,Coronary Artery Disease Moderate Grade I,Cardiac,7,Infectious Disease,Yes,Yes,37,Low,Slow
COND02986,UTI Moderate Community Acquired,Infection,2,Surgery,No,No,85,High,Slow
COND02987,Laceration Severe Simple,Trauma,7,Surgery,No,No,136,Low,Fast
COND02988,Internal Bleeding Moderate Open,Trauma,8,Cardiology,No,No,70,High,Slow
COND02989,Bronchitis Moderate Type 1,Respiratory,8,Neurology,Yes,No,100,High,Slow
COND02990,Gastroenteritis Severe Resistant,Infection,3,Gastroenterology,Yes,No,93,Low,Slow
COND02991,GERD Chronic Complicated,Gastrointestinal,8,Cardiology,No,No,95,Low,Fast
COND02992,Multiple Sclerosis Acute Primary,Neurological,7,Pulmonology,No,No,57,Low,Slow
COND02993,Dengue Recurrent Gram Negative,Infection,4,Gastroenterology,No,No,37,Low,Slow
COND02994,Appendicitis Mild Complicated,Gastrointestinal,9,Emergency,No,No,38,Low,Fast
COND02995,Concussion Moderate Generalized,Neurological,2,Neurology,No,No,17,Low,Slow
COND02996,Pericarditis Unstable Type A,Cardiac,3,Orthopedics,Yes,No,141,Moderate,Slow
COND02997,Epilepsy Progressive Hemorrhagic,Neurological,4,Cardiology,Yes,No,35,High,Moderate
COND02998,Asthma Severe Type 1,Respiratory,10,Cardiology,No,No,64,Moderate,Slow
COND02999,Vertigo Progressive Generalized,Neurological,10,Orthopedics,No,No,91,Low,Slow
COND03000,Hepatitis Severe Type B,Gastrointestinal,3,Emergency,Yes,No,98,High,Slow
COND03001,Aortic Dissection Severe Grade III,Cardiac,7,Pulmonology,No,No,47,Moderate,Fast
COND03002,Influenza Moderate Type 1,Respiratory,9,Surgery,Yes,No,41,Low,Slow
COND03003,Bowel Obstruction Chronic Complicated,Gastrointestinal,6,Gastroenterology,No,No,100,Low,Moderate
COND03004,Crush Injury Moderate 3rd Degree,Trauma,7,Emergency,No,No,41,Moderate,Fast
COND03005,GI Bleed Mild Type B,Gastrointestinal,7,Cardiology,No,No,82,Low,Slow
COND03006,Crush Injury Mild Closed,Trauma,5,Gastroenterology,No,No,92,Low,Moderate
COND03007,Dislocation Major Closed,Trauma,2,Surgery,Yes,No,29,Low,Moderate
COND03008,Emphysema Latent Fungal,Respiratory,4,Cardiology,Yes,No,54,Low,Moderate
COND03009,Head Injury Severe 1st Degree,Trauma,5,Emergency,No,No,108,Low,Slow
COND03010,Dengue Recurrent Community Acquired,Infection,10,Infectious Disease,No,No,179,Low,Moderate
COND03011,Angina Chronic Grade II,Cardiac,5,Orthopedics,No,No,89,Low,Moderate
COND03012,Internal Bleeding Minor 1st Degree,Trauma,4,Orthopedics,Yes,No,109,Low,Moderate
COND03013,Influenza Chronic Viral,Respiratory,8,Infectious Disease,Yes,No,98,Low,Slow
COND03014,Pulmonary Embolism Unstable Stage 1,Cardiac,4,Emergency,No,No,37,Moderate,Fast
COND03015,Bell Palsy Severe Primary,Neurological,10,Cardiology,No,No,104,Low,Slow
COND03016,Spinal Injury Moderate Simple,Trauma,6,Orthopedics,Yes,No,42,Low,Slow
COND03017,Meningitis Mild Generalized,Neurological,8,ICU,No,No,67,Moderate,Moderate
COND03018,TIA Chronic Generalized,Neurological,10,Orthopedics,No,No,57,Moderate,Moderate
COND03019,Seizure Mild Primary,Neurological,6,Pulmonology,No,No,12,High,Slow
COND03020,IBS Moderate Type C,Gastrointestinal,8,Orthopedics,No,No,16,Low,Fast
COND03021,Sprain Mild 3rd Degree,Trauma,5,Cardiology,Yes,No,107,Low,Moderate
COND03022,Arrhythmia Acute Type A,Cardiac,4,Infectious Disease,Yes,No,168,Moderate,Moderate
COND03023,UTI Acute Gram Positive,Infection,10,Surgery,Yes,No,131,High,Moderate
COND03024,Diverticulitis Acute Type C,Gastrointestinal,2,Orthopedics,Yes,No,124,Moderate,Slow
COND03025,Pneumothorax Latent Type 1,Respiratory,9,ICU,No,No,89,Moderate,Slow
COND03026,UTI Moderate Community Acquired,Infection,4,Cardiology,No,No,84,Low,Slow
COND03027,Concussion Moderate Generalized,Neurological,9,Orthopedics,No,No,131,Low,Moderate
COND03028,Pulmonary Embolism Unstable Grade II,Cardiac,10,ICU,No,No,69,Low,Slow
COND03029,Epilepsy Progressive Focal,Neurological,9,General Medicine,Yes,No,25,Low,Fast
COND03030,Viral Fever Moderate Gram Positive,Infection,3,Orthopedics,No,No,37,Low,Moderate
COND03031,Myocardial Infarction Acute Grade I,Cardiac,5,Gastroenterology,Yes,No,35,Low,Moderate
COND03032,Liver Failure Mild Type C,Gastrointestinal,3,Gastroenterology,No,No,4,Moderate,Fast
COND03033,Laryngitis Chronic Type 2,Respiratory,7,Orthopedics,No,No,44,Low,Slow
COND03034,Sinusitis Latent Bacterial,Respiratory,7,Infectious Disease,No,No,81,Low,Fast
COND03035,Dengue Recurrent Community Acquired,Infection,10,Pulmonology,No,No,72,Moderate,Moderate
COND03036,Gastroenteritis Chronic Gram Negative,Infection,5,Orthopedics,No,No,57,Moderate,Fast
COND03037,Bronchitis Active Viral,Respiratory,6,ICU,Yes,No,121,Low,Moderate
COND03038,Deep Vein Thrombosis Unstable Grade III,Cardiac,10,ICU,No,No,101,Low,Slow
COND03039,COVID-19 Chronic Bacterial,Respiratory,9,Cardiology,No,No,110,Moderate,Fast
COND03040,Aortic Dissection Acute Grade I,Cardiac,6,Emergency,No,No,117,High,Moderate
COND03041,Bowel Obstruction Mild Type A,Gastrointestinal,5,Infectious Disease,No,Yes,33,Low,Fast
COND03042,Sepsis Recurrent Gram Negative,Infection,2,Surgery,Yes,No,111,Low,Moderate
COND03043,Dislocation Minor Closed,Trauma,4,Neurology,No,No,166,Low,Moderate
COND03044,Migraine Mild Hemorrhagic,Neurological,4,Orthopedics,Yes,Yes,57,Low,Moderate
COND03045,Neuropathy Acute Focal,Neurological,4,Cardiology,Yes,Yes,84,Low,Moderate
COND03046,Pneumonia Active Type 2,Respiratory,4,Cardiology,No,No,122,High,Moderate
COND03047,Peripheral Artery Disease Mild Type B,Cardiac,3,Cardiology,No,No,170,Low,Moderate
COND03048,Respiratory Distress Syndrome Severe Viral,Respiratory,7,Cardiology,Yes,No,153,Moderate,Fast
COND03049,Ventricular Tachycardia Unstable Stage 1,Cardiac,10,Neurology,No,No,65,Low,Moderate
